id;client_id;card_brand;card_type;card_number;expires;cvv;has_chip;num_cards_issued;credit_limit;acct_open_date;year_pin_last_changed;card_on_dark_web
145;884;Visa;Debit;4,60334E+15;mai/12;611;YES;2;$1112;jan/07;2013;No
2237;884;Visa;Debit;4,21939E+15;jul/23;676;YES;2;$8643;mar/09;2015;No
4748;884;Visa;Credit;4,37696E+15;nov/20;45;YES;1;$8800;set/09;2012;No
1373;884;Mastercard;Debit (Prepaid);5,45719E+15;ago/24;138;YES;2;$68;fev/17;2017;No
1022;1701;Mastercard;Debit;5,65965E+15;jul/16;243;YES;1;$6949;fev/03;2008;No
5900;1701;Mastercard;Debit;5,04648E+15;nov/21;440;YES;2;$8169;dez/07;2007;No
3009;1701;Mastercard;Credit;5,17223E+15;dez/22;648;YES;1;$6400;mai/09;2010;No
646;117;Mastercard;Debit (Prepaid);5,8585E+15;set/23;491;NO;1;$45;jan/20;2020;No
647;117;Mastercard;Debit;5,20789E+15;jan/20;537;YES;2;$14759;jan/20;2020;No
1691;117;Mastercard;Debit;5,36546E+15;mar/21;127;YES;2;$5372;fev/20;2020;No
5466;126;Mastercard;Debit;5,87715E+15;dez/23;299;NO;1;$12059;nov/06;2008;No
2191;126;Mastercard;Debit;5,48696E+15;nov/13;963;YES;1;$13823;mar/08;2011;No
5497;126;Mastercard;Debit;5,11018E+15;abr/23;932;YES;1;$13555;nov/07;2011;No
5872;126;Visa;Debit;4,66247E+15;mai/24;280;YES;2;$7991;dez/06;2009;No
2935;1051;Mastercard;Debit;5,6019E+15;fev/20;584;YES;1;$25935;mai/07;2012;No
1692;1051;Mastercard;Credit;5,15854E+15;out/21;471;YES;2;$14100;fev/20;2020;No
5988;462;Visa;Debit;4,34015E+15;set/24;242;YES;1;$18290;dez/09;2015;No
2397;462;Visa;Debit;4,42869E+15;mar/22;698;YES;2;$15322;abr/94;2009;No
1259;462;Visa;Debit (Prepaid);4,26296E+15;jan/16;710;YES;1;$22;fev/10;2013;No
3957;462;Visa;Credit;4,95521E+15;nov/24;551;YES;2;$5700;jul/10;2010;No
76;462;Mastercard;Debit;5,13158E+15;abr/10;655;YES;2;$26303;jan/05;2008;No
1938;1454;Visa;Credit;4,26864E+15;jan/21;36;YES;2;$12400;fev/20;2020;No
1164;1454;Amex;Credit;3,79047E+14;nov/23;178;YES;1;$8200;fev/09;2009;No
4481;467;Mastercard;Debit;5,31864E+15;jan/21;925;YES;2;$31741;ago/19;2019;No
4278;467;Visa;Credit;4,11228E+15;jul/21;619;YES;2;$14500;ago/08;2010;No
3914;467;Visa;Credit;4,622E+15;mar/24;207;YES;2;$11200;jul/09;2011;No
2324;1802;Visa;Credit;4,64255E+15;fev/20;763;YES;2;$8400;mar/13;2013;No
5836;1802;Mastercard;Debit;5,18989E+15;out/17;495;YES;2;$36920;dez/05;2011;No
5125;1563;Mastercard;Debit;5,01846E+15;nov/24;904;YES;3;$1129;out/08;2012;No
3479;1563;Mastercard;Credit;5,37782E+15;nov/22;138;YES;1;$2900;jun/10;2010;No
4030;1563;Visa;Debit;4,72083E+15;abr/17;702;YES;2;$11902;jul/14;2014;No
2054;1563;Visa;Debit;4,79306E+15;out/23;29;YES;1;$9290;mar/03;2009;No
1427;1235;Amex;Credit;3,895E+14;fev/24;391;YES;2;$11500;fev/20;2020;No
1693;587;Mastercard;Debit (Prepaid);5,20931E+15;set/23;770;YES;1;$28;fev/20;2020;No
1694;587;Mastercard;Debit;5,89362E+15;mai/23;56;YES;2;$10365;fev/20;2020;No
5259;709;Mastercard;Debit;5,95374E+15;dez/22;144;YES;1;$27123;out/12;2012;No
6121;709;Mastercard;Debit;5,58513E+15;jul/21;782;YES;2;$26564;dez/16;2016;No
2747;709;Mastercard;Debit;5,81078E+15;out/21;359;YES;2;$19915;abr/15;2015;No
888;1036;Visa;Debit;4,43186E+15;out/22;165;YES;1;$17446;jan/20;2020;No
1939;1036;Visa;Debit;4,73275E+15;ago/21;29;YES;2;$7330;fev/20;2020;No
1292;372;Visa;Debit;4,3916E+15;jul/20;346;YES;2;$10876;fev/11;2011;No
64;929;Amex;Credit;3,75292E+14;mar/21;667;YES;2;$36200;jan/05;2007;No
2821;253;Visa;Credit;4,19821E+15;mar/21;480;YES;1;$800;mai/01;2008;No
6143;253;Mastercard;Debit;5,48227E+15;jul/24;79;NO;1;$24690;dez/19;2019;No
146;1549;Visa;Debit (Prepaid);4,40294E+15;nov/19;585;NO;2;$85;jan/07;2018;No
4825;1549;Visa;Credit;4,00385E+15;ago/24;474;YES;2;$8800;set/11;2011;No
3780;1549;Mastercard;Credit;5,68226E+15;abr/20;798;YES;1;$14200;jul/06;2009;No
3264;1549;Visa;Debit;4,44378E+15;jun/20;841;NO;2;$40920;jun/03;2015;No
4784;1549;Mastercard;Debit;5,83166E+15;set/23;915;YES;1;$29936;set/10;2011;No
5054;529;Mastercard;Debit (Prepaid);5,95153E+15;abr/21;427;YES;1;$73;out/06;2009;No
5734;529;Visa;Debit;4,91521E+15;out/22;886;YES;1;$18558;nov/17;2017;No
2621;529;Visa;Credit;4,066E+15;jan/24;446;YES;1;$9300;abr/09;2013;No
3114;529;Amex;Credit;3,4864E+14;jun/24;591;YES;1;$4500;mai/12;2012;No
183;1306;Visa;Debit;4,84063E+15;set/23;686;YES;2;$17120;jan/08;2017;No
4610;1306;Mastercard;Credit;5,60092E+15;mar/24;252;YES;1;$0;set/06;2010;No
5901;1798;Mastercard;Debit;5,25578E+15;abr/22;678;YES;1;$14162;dez/07;2015;No
4656;1798;Amex;Credit;3,56971E+14;ago/23;531;YES;1;$9000;set/08;2008;No
1940;389;Visa;Debit;4,8984E+15;jul/21;574;YES;1;$18699;fev/20;2020;No
1695;389;Mastercard;Debit;5,85402E+15;abr/24;531;YES;2;$13979;fev/20;2020;No
648;389;Mastercard;Debit;5,52071E+15;dez/23;197;YES;1;$22218;jan/20;2020;No
356;1829;Mastercard;Debit;5,99398E+15;jan/21;784;NO;1;$19884;jan/16;2016;No
649;1829;Mastercard;Credit;5,69326E+15;fev/20;823;YES;1;$10700;jan/20;2020;No
1696;1829;Mastercard;Credit;5,34435E+15;jul/24;361;YES;1;$6600;fev/20;2020;No
650;1392;Mastercard;Debit;5,40906E+15;mar/21;923;NO;2;$12014;jan/20;2020;No
889;1392;Visa;Debit;4,35123E+15;jun/23;288;YES;2;$8227;jan/20;2020;No
651;1392;Mastercard;Credit;5,55087E+15;jul/22;556;YES;2;$10100;jan/20;2020;No
1941;1949;Visa;Debit (Prepaid);4,73972E+15;ago/21;229;YES;1;$38;fev/20;2020;No
359;1881;Visa;Debit;4,58435E+15;mar/21;249;YES;2;$18548;jan/16;2016;No
1036;1881;Mastercard;Debit;5,30159E+15;mar/04;529;YES;1;$19030;fev/04;2007;No
2540;1881;Mastercard;Debit (Prepaid);5,44995E+15;out/09;208;YES;1;$94;abr/07;2009;No
5318;1881;Visa;Debit;4,52401E+15;dez/23;4;YES;1;$17583;out/16;2016;No
2554;1881;Visa;Debit;4,59202E+15;set/21;501;YES;1;$20943;abr/07;2008;No
4653;1881;Visa;Credit;4,90865E+15;abr/20;24;YES;2;$15800;set/07;2013;No
410;1706;Amex;Credit;3,48112E+14;set/21;246;YES;1;$7300;jan/20;2020;No
4420;1706;Amex;Credit;3,75448E+14;jan/16;91;YES;1;$10600;ago/14;2014;No
3915;848;Visa;Debit;4,35419E+15;jan/20;120;YES;1;$19113;jul/09;2014;No
5423;848;Amex;Credit;3,49882E+14;jan/23;647;YES;1;$13700;nov/05;2008;No
3938;1044;Mastercard;Debit;5,93423E+15;mai/20;173;YES;2;$16317;jul/10;2011;No
3065;1112;Mastercard;Credit;5,78323E+15;fev/15;872;YES;1;$6000;mai/10;2016;No
5848;1112;Visa;Debit;4,08752E+15;mai/20;91;YES;2;$4909;dez/05;2007;No
4330;1112;Mastercard;Debit;5,62256E+15;ago/13;409;YES;2;$14702;ago/10;2010;No
652;1112;Mastercard;Debit;5,91299E+15;jun/20;291;YES;1;$10896;jan/20;2020;No
653;1112;Mastercard;Debit;5,6264E+15;abr/23;678;YES;1;$3526;jan/20;2020;No
5202;1112;Mastercard;Debit;5,32992E+15;mar/24;300;YES;2;$10083;out/10;2010;No
5432;802;Mastercard;Credit;5,4443E+15;fev/24;480;YES;2;$18300;nov/05;2014;No
2291;802;Visa;Credit;4,63745E+15;mai/21;107;YES;2;$21400;mar/11;2011;No
5293;802;Mastercard;Debit;5,5647E+15;out/24;739;YES;1;$20886;out/14;2014;No
5676;802;Mastercard;Debit;5,90726E+15;jul/24;645;YES;1;$27701;nov/12;2012;No
233;859;Mastercard;Credit;5,75303E+15;set/23;224;YES;2;$8800;jan/10;2010;No
2304;859;Mastercard;Debit;5,22442E+15;jul/21;724;YES;2;$20354;mar/12;2012;No
4014;859;Visa;Debit;4,31867E+15;out/20;37;YES;2;$14695;jul/13;2013;No
3480;859;Mastercard;Debit;5,94721E+15;mar/24;807;YES;2;$16783;jun/10;2011;No
5223;441;Visa;Debit;4,13587E+15;dez/24;486;YES;1;$21087;out/10;2016;No
4433;879;Mastercard;Debit;5,79896E+15;set/24;304;YES;1;$10966;ago/14;2014;No
4500;879;Visa;Debit;4,98886E+15;ago/24;244;YES;2;$12184;set/99;2010;No
2192;879;Mastercard;Credit;5,67424E+15;mar/24;955;YES;1;$5100;mar/08;2015;No
1942;1437;Visa;Debit;4,85476E+15;fev/20;239;YES;2;$30404;fev/20;2020;No
6062;1437;Visa;Debit;4,03538E+15;abr/22;750;YES;2;$13193;dez/11;2011;No
4385;1437;Visa;Credit;4,50484E+15;jul/23;344;YES;1;$11400;ago/11;2019;No
5818;1437;Mastercard;Debit;5,80929E+15;mai/21;79;YES;2;$16959;dez/04;2014;No
3195;1413;Mastercard;Debit;5,13518E+15;set/24;832;YES;1;$14927;mai/17;2017;No
2754;1413;Visa;Debit;4,79357E+15;dez/24;45;NO;1;$13760;abr/15;2015;No
2255;1413;Mastercard;Debit;5,87582E+15;abr/21;269;YES;2;$17023;mar/10;2011;No
1104;1413;Discover;Credit;6,94568E+15;out/20;816;YES;1;$6500;fev/07;2014;No
4673;1413;Mastercard;Debit;5,7039E+15;nov/10;436;YES;2;$15562;set/08;2016;No
1182;1710;Mastercard;Debit;5,13095E+15;dez/23;342;YES;2;$17611;fev/09;2011;No
3502;1710;Visa;Credit;4,9459E+15;mai/21;82;YES;1;$11700;jun/10;2014;No
1363;1710;Discover;Credit;6,44963E+15;nov/20;985;YES;1;$6600;fev/16;2016;No
3353;1037;Mastercard;Debit;5,28199E+15;abr/20;313;YES;2;$4230;jun/07;2008;No
1303;1037;Mastercard;Credit;5,66989E+15;jun/13;518;YES;2;$7500;fev/12;2012;No
654;966;Mastercard;Debit;5,61223E+15;out/22;458;YES;2;$1077;jan/20;2020;No
655;107;Mastercard;Debit (Prepaid);5,73867E+15;set/21;427;YES;1;$98;jan/20;2020;No
2150;107;Mastercard;Credit;5,52718E+15;set/07;561;YES;1;$5500;mar/07;2015;No
2708;107;Visa;Credit;4,71043E+15;abr/15;958;YES;2;$5500;abr/12;2012;No
5349;107;Mastercard;Debit;5,0693E+15;out/22;922;NO;2;$9898;nov/96;2011;No
255;107;Visa;Debit (Prepaid);4,66439E+15;mar/22;796;NO;1;$66;jan/10;2011;No
2065;1247;Mastercard;Debit;5,287E+15;out/22;799;NO;2;$13095;mar/04;2018;No
1073;1247;Visa;Debit;4,02223E+15;mai/21;90;YES;1;$30822;fev/05;2015;No
3370;1247;Visa;Debit;4,30366E+15;abr/23;673;YES;2;$16764;jun/07;2007;No
5837;1247;Mastercard;Credit;5,06494E+15;mai/22;742;NO;2;$5700;dez/05;2010;No
5686;1247;Mastercard;Debit;5,90515E+15;jul/23;407;YES;1;$18482;nov/13;2013;No
890;700;Visa;Debit (Prepaid);4,94053E+15;out/20;374;YES;2;$33;jan/20;2020;No
891;1363;Visa;Debit;4,42986E+15;jan/20;404;YES;2;$21692;jan/20;2020;No
656;1363;Mastercard;Credit;5,60739E+15;abr/23;557;YES;1;$11200;jan/20;2020;No
657;10;Mastercard;Debit;5,68676E+15;mar/22;113;YES;1;$24602;jan/20;2020;No
3405;10;Visa;Debit;4,23602E+15;out/16;326;YES;2;$44390;jun/08;2009;No
3296;1725;Mastercard;Debit;5,19722E+15;jan/21;955;YES;2;$30950;jun/05;2020;No
4998;1725;Visa;Debit;4,19306E+15;jun/23;602;YES;1;$4723;out/03;2011;No
2238;1725;Visa;Debit;4,87236E+15;mai/21;17;YES;1;$12325;mar/09;2009;No
2814;1725;Mastercard;Debit (Prepaid);5,56668E+15;fev/10;454;YES;2;$15;mai/01;2009;No
4999;1725;Visa;Debit;4,11927E+15;set/22;247;YES;2;$28166;out/03;2015;No
3525;1725;Mastercard;Debit;5,81033E+15;dez/24;932;YES;1;$14056;jun/11;2011;No
6011;1145;Mastercard;Debit;5,35063E+15;nov/24;382;YES;1;$35169;dez/10;2012;No
4331;1145;Mastercard;Credit;5,30974E+15;mar/22;728;YES;1;$17500;ago/10;2011;No
5444;1145;Visa;Debit (Prepaid);4,44304E+15;mar/12;861;YES;2;$33;nov/05;2010;No
2844;864;Mastercard;Credit;5,40475E+15;out/21;943;NO;2;$18300;mai/03;2008;No
3526;864;Mastercard;Credit;5,76689E+15;dez/22;9;YES;3;$5700;jun/11;2011;No
4802;864;Visa;Credit;4,54477E+15;set/24;527;YES;1;$19100;set/10;2015;No
3649;1357;Amex;Credit;3,36495E+14;nov/20;600;YES;2;$11100;jul/98;2016;No
5615;1357;Mastercard;Debit;5,54654E+15;fev/21;748;YES;2;$2833;nov/10;2013;No
2990;1357;Visa;Debit;4,58047E+15;abr/12;101;YES;1;$12833;mai/08;2010;No
5105;1357;Amex;Credit;3,05834E+14;jul/24;198;YES;2;$7500;out/08;2008;No
65;1357;Amex;Credit;3,02738E+14;abr/20;900;YES;2;$14600;jan/05;2014;No
4611;1357;Mastercard;Debit (Prepaid);5,0426E+15;ago/17;909;YES;1;$100;set/06;2014;No
4488;1357;Amex;Credit;3,23578E+14;jun/22;404;YES;1;$8000;set/95;2003;No
1044;1344;Visa;Credit;4,93739E+15;mai/21;20;YES;1;$5300;fev/04;2007;No
1027;1344;Visa;Debit;4,38659E+15;mar/23;765;YES;2;$22601;fev/03;2010;No
1697;1252;Mastercard;Debit;5,87384E+15;fev/20;759;YES;2;$27556;fev/20;2020;No
1943;1252;Visa;Debit (Prepaid);4,72581E+15;ago/20;276;YES;2;$29;fev/20;2020;No
1698;935;Mastercard;Debit;5,08198E+15;jan/22;860;YES;1;$19753;fev/20;2020;No
658;935;Mastercard;Debit;5,74353E+15;nov/20;702;YES;1;$15527;jan/20;2020;No
892;935;Visa;Debit;4,02561E+15;set/20;547;NO;1;$16056;jan/20;2020;No
4349;1748;Visa;Debit;4,65883E+15;mar/20;222;YES;1;$9272;ago/10;2011;No
4971;1123;Mastercard;Credit;5,93606E+15;jul/20;739;YES;1;$9000;out/02;2010;No
3010;1123;Mastercard;Debit (Prepaid);5,78993E+15;abr/21;833;YES;2;$83;mai/09;2010;No
4350;1123;Visa;Debit;4,29294E+15;abr/16;106;YES;2;$1394;ago/10;2015;No
125;546;Amex;Credit;3,91489E+14;jun/20;195;YES;1;$17900;jan/07;2010;No
4813;546;Mastercard;Debit;5,92832E+15;ago/16;838;YES;2;$2559;set/11;2011;No
4495;546;Mastercard;Debit;5,63293E+15;out/23;688;YES;2;$9285;set/98;2013;No
3433;430;Mastercard;Debit (Prepaid);5,2039E+15;ago/23;495;NO;2;$130;jun/09;2009;No
4351;430;Visa;Credit;4,78137E+15;fev/23;403;YES;1;$13400;ago/10;2010;No
150;430;Amex;Credit;3,20313E+14;ago/13;628;YES;1;$9200;jan/08;2009;No
5768;430;Visa;Credit;4,14879E+15;ago/22;50;YES;1;$17700;dez/00;2009;No
2860;430;Mastercard;Debit;5,34683E+15;out/24;54;NO;2;$37634;mai/04;2006;No
2265;61;Visa;Credit;4,75906E+15;ago/24;148;YES;1;$25200;mar/10;2020;No
2622;61;Visa;Debit;4,25144E+15;mar/21;177;YES;2;$27878;abr/09;2011;No
3503;61;Visa;Debit;4,87317E+15;dez/21;510;YES;2;$19264;jun/10;2010;No
5036;1621;Visa;Credit;4,6015E+15;abr/12;833;YES;1;$17000;out/05;2016;No
1053;1621;Mastercard;Debit;5,82224E+15;dez/08;299;NO;2;$14681;fev/05;2012;No
2709;1621;Visa;Credit;4,03557E+15;abr/20;28;NO;3;$25100;abr/12;2012;No
2316;1621;Mastercard;Debit;5,25239E+15;fev/23;874;YES;2;$54842;mar/13;2013;No
1944;413;Visa;Credit;4,77588E+15;fev/20;411;YES;2;$16900;fev/20;2020;No
893;413;Visa;Credit;4,54471E+15;dez/20;4;YES;1;$12800;jan/20;2020;No
1699;269;Mastercard;Debit (Prepaid);5,70133E+15;jul/23;299;YES;1;$86;fev/20;2020;No
5332;269;Visa;Debit (Prepaid);4,84729E+15;out/22;440;YES;1;$61;out/18;2018;No
1945;269;Visa;Debit (Prepaid);4,11937E+15;abr/21;374;YES;1;$55;fev/20;2020;No
265;37;Discover;Credit;6,84538E+15;fev/24;943;YES;1;$0;jan/11;2011;No
1230;37;Mastercard;Debit;5,41752E+15;dez/22;737;YES;1;$10608;fev/10;2010;No
1183;37;Mastercard;Debit;5,34564E+15;fev/13;788;YES;1;$16315;fev/09;2010;No
659;37;Mastercard;Debit;5,5033E+15;fev/20;924;YES;1;$20587;jan/20;2020;No
4044;1793;Amex;Credit;3,20033E+14;set/20;917;YES;2;$7300;jul/16;2016;No
290;1793;Visa;Debit (Prepaid);4,52502E+15;out/22;425;YES;2;$60;jan/11;2011;No
4452;1793;Visa;Debit (Prepaid);4,31996E+15;jan/23;205;NO;1;$69;ago/15;2015;No
1700;1793;Mastercard;Debit (Prepaid);5,53887E+15;set/23;671;YES;1;$90;fev/20;2020;No
5181;1846;Visa;Debit;4,70023E+15;out/12;163;YES;1;$11714;out/09;2014;No
1346;1846;Mastercard;Credit;5,61861E+15;dez/21;114;NO;2;$6400;fev/14;2014;No
2373;1846;Mastercard;Debit (Prepaid);5,30288E+15;ago/18;213;YES;1;$84;mar/18;2018;No
3297;1846;Mastercard;Credit;5,76232E+15;out/22;722;NO;1;$6900;jun/05;2012;No
4899;116;Mastercard;Debit (Prepaid);5,23678E+15;out/20;234;YES;1;$64;set/16;2016;No
6072;116;Mastercard;Debit;5,46379E+15;dez/24;236;YES;2;$37377;dez/12;2012;No
5989;752;Visa;Debit;4,57125E+15;set/22;588;YES;2;$11002;dez/09;2009;No
4105;752;Visa;Debit;4,04826E+15;jul/20;307;NO;2;$19765;ago/01;2009;No
2465;752;Mastercard;Credit;5,97105E+15;fev/18;191;NO;1;$12900;abr/04;2010;No
1701;1185;Mastercard;Debit;5,80252E+15;jul/21;566;YES;1;$22353;fev/20;2020;No
5990;683;Visa;Debit;4,99845E+15;mar/21;899;YES;2;$28696;dez/09;2009;No
4731;683;Mastercard;Credit;5,5872E+15;dez/23;661;YES;1;$20700;set/09;2010;No
1054;683;Mastercard;Debit;5,07911E+15;fev/23;905;YES;1;$14868;fev/05;2013;No
4279;683;Visa;Debit (Prepaid);4,20615E+15;dez/12;9;YES;1;$78;ago/08;2008;No
6012;683;Mastercard;Debit;5,52115E+15;mai/20;641;YES;2;$1633;dez/10;2012;No
1428;903;Amex;Credit;3,30491E+14;nov/24;856;YES;1;$15700;fev/20;2020;No
1702;903;Mastercard;Debit (Prepaid);5,78909E+15;abr/23;492;YES;2;$60;fev/20;2020;No
1946;903;Visa;Debit;4,3963E+15;ago/23;768;YES;2;$5222;fev/20;2020;No
1947;903;Visa;Debit;4,3168E+15;jul/22;145;YES;1;$14897;fev/20;2020;No
1703;903;Mastercard;Credit;5,27061E+15;dez/21;99;YES;2;$10500;fev/20;2020;No
5902;559;Mastercard;Debit;5,57919E+15;abr/22;880;YES;1;$17130;dez/07;2011;No
1093;559;Mastercard;Debit;5,01728E+15;mai/22;246;YES;2;$9852;fev/06;2012;No
2193;1338;Mastercard;Debit;5,50768E+15;set/20;227;YES;1;$20479;mar/08;2008;No
2194;1338;Mastercard;Debit (Prepaid);5,14707E+15;set/11;725;YES;1;$100;mar/08;2011;No
3099;75;Mastercard;Credit;5,68904E+15;out/21;551;YES;2;$9200;mai/11;2011;No
2227;75;Mastercard;Debit;5,12248E+15;mai/20;133;YES;1;$17314;mar/09;2011;No
3781;75;Mastercard;Debit;5,30404E+15;set/23;849;YES;1;$20605;jul/06;2011;No
4113;75;Discover;Credit;6,79812E+15;mai/24;373;NO;2;$9500;ago/03;2005;No
1453;861;Discover;Credit;6,54659E+15;fev/20;99;YES;2;$10600;fev/20;2020;No
4078;100;Mastercard;Debit;5,5611E+15;dez/23;957;YES;1;$34065;jul/19;2019;No
2571;100;Mastercard;Credit;5,05175E+15;mar/16;195;YES;1;$16200;abr/08;2013;No
2208;100;Visa;Debit (Prepaid);4,73048E+15;dez/24;114;YES;2;$2;mar/08;2010;No
1045;100;Visa;Debit;4,08435E+15;abr/22;536;YES;1;$26714;fev/04;2010;No
5000;100;Visa;Debit;4,60043E+15;jan/20;674;YES;2;$41084;out/03;2012;No
3782;100;Mastercard;Debit;5,70601E+15;mai/08;360;YES;2;$11392;jul/06;2015;No
5903;100;Mastercard;Debit;5,12141E+15;out/22;799;YES;2;$21205;dez/07;2011;No
3148;1140;Mastercard;Debit;5,55408E+15;jul/22;695;YES;2;$22409;mai/14;2014;No
660;1140;Mastercard;Debit;5,9112E+15;nov/20;172;YES;1;$26275;jan/20;2020;No
3873;1140;Visa;Debit (Prepaid);4,35172E+15;ago/20;218;YES;1;$74;jul/08;2011;No
2845;1140;Mastercard;Debit;5,15224E+15;jul/23;469;NO;2;$27298;mai/03;2007;No
2195;1140;Mastercard;Debit (Prepaid);5,9679E+15;ago/24;949;YES;1;$61;mar/08;2010;No
41;1140;Mastercard;Credit;5,58671E+15;jul/22;232;YES;2;$17000;jan/03;2009;No
411;531;Amex;Credit;3,34782E+14;set/23;660;YES;1;$6700;jan/20;2020;No
1948;531;Visa;Credit;4,96989E+15;out/22;58;YES;1;$9600;fev/20;2020;No
894;531;Visa;Debit;4,74652E+15;jul/20;959;YES;1;$16350;jan/20;2020;No
1704;279;Mastercard;Credit;5,20174E+15;mar/22;620;NO;2;$8500;fev/20;2020;No
1949;279;Visa;Debit;4,39097E+15;fev/20;260;YES;2;$29078;fev/20;2020;No
1129;362;Visa;Debit;4,38537E+15;set/24;151;YES;2;$11868;fev/07;2015;No
5474;362;Visa;Debit;4,36282E+15;set/24;272;YES;1;$9708;nov/06;2013;No
3740;362;Mastercard;Debit;5,84607E+15;nov/08;812;YES;2;$16541;jul/05;2011;No
117;1458;Visa;Debit;4,5297E+15;mai/21;329;YES;1;$10982;jan/06;2011;No
5243;1458;Mastercard;Debit;5,01691E+15;jun/20;479;NO;2;$11094;out/11;2011;No
895;1458;Visa;Credit;4,73335E+15;jul/20;265;YES;2;$8000;jan/20;2020;No
4814;1458;Mastercard;Debit;5,79382E+15;jan/20;210;YES;1;$7535;set/11;2011;No
5741;976;Visa;Debit;4,09757E+15;jul/22;289;YES;1;$24296;nov/18;2018;No
6048;976;Mastercard;Debit;5,96665E+15;mai/23;536;YES;1;$20816;dez/11;2011;No
2169;976;Discover;Credit;6,57478E+15;jun/22;509;YES;2;$14700;mar/08;2019;No
3455;976;Visa;Debit;4,44057E+15;abr/20;962;NO;2;$17145;jun/09;2010;No
4501;976;Visa;Debit;4,75261E+15;ago/22;162;YES;1;$11391;set/99;2015;No
5677;71;Mastercard;Debit (Prepaid);5,01725E+15;jul/22;389;YES;2;$69;nov/12;2012;No
3481;71;Mastercard;Credit;5,34407E+15;mai/12;462;YES;2;$9100;jun/10;2016;No
3354;375;Mastercard;Debit;5,49229E+15;ago/12;745;YES;2;$22137;jun/07;2007;No
5537;375;Mastercard;Debit;5,67323E+15;mai/10;141;NO;1;$13698;nov/08;2010;No
2608;375;Mastercard;Debit;5,59477E+15;jan/20;541;YES;1;$17598;abr/09;2009;No
4580;403;Mastercard;Debit;5,52394E+15;jul/21;71;YES;1;$6957;set/05;2011;No
3988;983;Visa;Debit;4,83279E+15;nov/21;588;YES;1;$20839;jul/11;2011;No
5333;983;Visa;Debit;4,48134E+15;out/22;467;YES;1;$28004;out/18;2018;No
5573;983;Mastercard;Debit;5,74302E+15;dez/09;138;YES;1;$19114;nov/09;2010;No
6049;983;Mastercard;Debit;5,14688E+15;jun/18;867;YES;2;$13657;dez/11;2011;No
1023;983;Mastercard;Debit;5,48663E+15;jul/22;125;YES;1;$23404;fev/03;2010;No
2151;435;Mastercard;Debit;5,32926E+15;mar/21;359;YES;2;$4898;mar/07;2015;No
2609;435;Mastercard;Debit;5,90365E+15;set/20;25;NO;1;$10654;abr/09;2010;No
2572;542;Mastercard;Credit;5,60616E+15;ago/23;46;YES;2;$6600;abr/08;2016;No
4979;542;Amex;Credit;3,3348E+14;set/20;392;NO;1;$8300;out/03;2011;No
4195;542;Amex;Credit;3,7994E+14;nov/20;954;YES;2;$12300;ago/07;2012;No
2025;542;Mastercard;Credit;5,94128E+15;mar/24;128;YES;1;$5500;mar/01;2010;No
4311;542;Visa;Credit;4,88846E+15;out/22;747;YES;1;$5900;ago/09;2010;No
4263;1090;Mastercard;Debit;5,83958E+15;jun/24;206;NO;1;$26404;ago/08;2011;No
3619;1090;Mastercard;Debit;5,62086E+15;ago/23;492;NO;1;$18773;jun/17;2017;No
4312;1090;Visa;Debit;4,53907E+15;fev/19;145;NO;2;$21087;ago/09;2009;No
1293;1090;Visa;Credit;4,66705E+15;mai/23;952;YES;2;$14400;fev/11;2011;No
5445;1090;Visa;Credit;4,97332E+15;ago/24;586;YES;1;$11400;nov/05;2010;No
2799;60;Mastercard;Debit;5,71311E+15;fev/20;796;YES;1;$11159;mai/98;2015;No
4581;60;Mastercard;Debit;5,40954E+15;abr/17;23;YES;1;$10233;set/05;2017;No
5475;60;Visa;Debit (Prepaid);4,32671E+15;mai/24;692;YES;3;$45;nov/06;2012;No
4544;60;Visa;Credit;4,37287E+15;nov/20;785;YES;2;$6400;set/03;2010;No
4118;287;Mastercard;Debit;5,38435E+15;set/23;549;YES;1;$14070;ago/03;2014;No
5783;287;Mastercard;Debit;5,29982E+15;dez/23;273;NO;2;$2159;dez/02;2006;No
3527;287;Mastercard;Debit;5,29176E+15;out/20;269;YES;1;$26425;jun/11;2011;No
5498;1857;Mastercard;Debit;5,64273E+15;nov/18;405;YES;2;$66781;nov/07;2009;No
4418;1857;Visa;Debit;4,56837E+15;jul/23;983;YES;1;$47684;ago/13;2013;No
5089;1857;Mastercard;Credit;5,57157E+15;jul/24;126;YES;1;$27700;out/07;2013;No
4015;1857;Visa;Credit;4,91531E+15;mai/23;776;YES;2;$10700;jul/13;2013;No
896;1857;Visa;Debit;4,69844E+15;fev/21;414;YES;1;$49679;jan/20;2020;No
2473;1291;Visa;Credit;4,38111E+15;nov/23;51;YES;2;$1900;abr/04;2011;No
5139;1291;Visa;Debit;4,44895E+15;jan/21;687;YES;1;$11885;out/08;2011;No
4785;408;Mastercard;Debit;5,33583E+15;fev/15;167;YES;2;$785;set/10;2010;No
4960;408;Visa;Credit;4,74927E+15;mar/22;809;YES;2;$6900;out/01;2011;No
2515;408;Visa;Debit;4,45079E+15;dez/18;502;YES;1;$22457;abr/06;2010;No
3528;173;Mastercard;Debit;5,07263E+15;ago/22;701;YES;2;$14701;jun/11;2011;No
3916;173;Visa;Debit (Prepaid);4,58936E+15;mar/23;207;YES;1;$3;jul/09;2020;No
981;173;Mastercard;Debit;5,6591E+15;fev/02;501;YES;2;$23502;fev/00;2020;No
